"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__newDevelopmentFinished","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"98072920","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/b0/7d/1005990168.jpg","0003451","17","bj","134000.0","flat","sale","96.0","True","1","1","Velilla de San Antonio","Madrid","Velilla de San Antonio","","es","40.3758003","-3.4876805","False","https://www.idealista.com/inmueble/98072920/","10784","","False","good","False","True","True","True","","1396.0","flat","","Velilla de San Antonio","Piso","False","False","False","False","","","False","False","1168","24","7","50","0","Comprar","Viviendas en distrito El Mirador - Grillero, Arganda","300","350","True"
"94028021","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/35/02/969622757.jpg","0050","3","3","109800.0","flat","sale","91.0","True","2","1","Perales de Tajuña","Madrid","Perales de Tajuña","","es","40.2398313","-3.3545853","False","https://www.idealista.com/inmueble/94028021/","8159","Inmobiliaria DP2020 vende fantástico piso de 91M2, de superficie construida, 20 m2 de salón, una habitación doble y una habitación sencilla, un baño, cocina independiente, carpintería interior de madera, carpintería exterior de aluminio.  Extras: luz, trastero, autobuses, céntrico, centros médicos, colegios, vistas despejadas, zonas infantiles.","False","good","False","False","","","","1207.0","flat","","Perales de Tajuña","Piso","False","False","False","False","","","False","False","","","","","","Viviendas","","","",""
"98279930","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/56/69/1015017539.jpg","am176012","34","","1290000.0","chalet","sale","916.0","False","6","5","Centro","Madrid","Arganda","Centro","es","40.2998045","-3.4364655","False","https://www.idealista.com/inmueble/98279930/","2799","Chalet Independiente en Arganda del Rey de 916 m2 repartido en planta. Cuenta con 6 dormitorios, 5 baños, 4 plazas de garaje CARACTERÍSTICAS: Se trata de una exclusiva casa-chalet en el centro de Arganda del Rey, la cual se distribuye en 3 plantas y un edificio contiguo sobre un total de 1000 metros cuadrados de parcela en pleno centro de Arganda del Rey. Destacar la comodidad al ofrecer la vivienda una estupenda entrada con acceso a un parking para aproximadamente 6 vehículos así como otra entrada peatonal en la misma calle.  Zona exterior con jardín, piscina, pozo de agua y edificio con bodega, así como un porche acogedor con vistas a la piscina ideal para disfrutar con la familia y amigos. La planta baja se distribuye, en 2 dormitorios, 2 baños, salón-comedor y cocina. En planta primera encontramos un vestíbulo distribuidor a 4 dormitorios con baño en suite. Por último, en la segunda planta un espacio totalmente diáfano con una superficie de aproximadamente 175 metros cuadrados. Calefacción: central Piscina Disponemos de más de 30 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 36 años hemos demostrado nuestra profesionalidad y atención exquisita  Gilmar cuenta con más de 4.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, primera línea de playa, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Llámanos y te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero.","True","good","False","","True","True","","1408.0","chalet","independantHouse","Centro, Arganda","Casa independiente","True","True","False","False","villaType","Villa","False","False","","","","","","distrito El Mirador - Grillero, Arganda","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","luxuryType","Lujo","","","","","","","","Todos los precios","","","",""
"99510373","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/f6/01/1046309319.jpg"," 3501-06364","93","","610000.0","chalet","sale","198.0","False","3","3","Avenida Angel Saavedra, 27","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3473587","-3.5170686","True","https://www.idealista.com/inmueble/99510373/","10805","Presentamos este increíble chalet ubicado en la mejor zona de Rivas: Rivas Futura, junto al auditorio Miguel Ríos y Avda. Aurelio Álvarez, centro neurálgico de Rivas y con todos los servicios a mano. Chalet único en la zona dado el tamaño de su parcela, condición de pareado dentro de calle privada cerrada y piscina individual. Situado en Avda. Ángel Saavedra 27, en interior de calle privada, por tanto mayor seguridad, así como privacidad. La vivienda se distribuye en 3 plantas de la siguiente manera: *Pta. Baja:  - Acceso por la puerta ppal. directo al salón diáfano. Gran luminosidad gracias a los amplios ventanales, todos con persianas mecanizadas autoblocantes en esta planta, así como estores Bandalux eléctricos en toda la vivienda. - Originalmente esta planta contaba con un dormitorio. A día de hoy, incorporado al salón, dejando una zona comedor espaciosa, zona de juegos para los más pequeños o un posible despacho. - Cocina en L, con doble acceso desde el salón, totalmente equipada y actualizada.  - Baño completo con ducha. * 1º planta: - 3 dorm. Ppal. con baño completo en suite, así como armarios empotrados de gran capacidad. La terraza original convertida en vestidor. Otros dos dormitorios de amplias dimensiones con grandes ventanales. - 1 baño completo  * Buhardilla diáfana equipada como salón, así como zona relax con jacuzzi. cuenta con una gran terraza con sauna de obra. IMPORTANTE: 18 placas solares instaladas que hacen que el consumo eléctrico sea casi nulo. Acumulador de agua vinculado a placas solares ( sin consumo de gas en meses cálidos) A/A en toda la vivienda.  Suelos porcelánicos de alta calidad. Persianas mecanizadas en toda la vivienda, así como estores Bandalux eléctricos. El EXTERIOR se distribuye desde su acceso a la parcela de la siguiente manera: - Parcela en forma de L desde la entrada hasta el jardín trasero. Toda la parcela y fachada reformada - - Barandillas divisorias de acero inox. y cristal de seguridad. - Jardín delantero con estanque artificial totalmente mecanizado, así como acceso peatonal al garaje. - Garaje con espacio para 1 vehículo + moto así como espacio de almacenamiento. Se pueden aparcar 2 vehículos más dentro de la calle privada en la puerta de la vivienda. - Piscina individual con zona snack-bar integrada (barra interior y asientos bajo el agua). Algo único que hará los días de verano mucho más entretenidos. Máquina reguladora de temperatura del agua.  - Jacuzzi - Barbacoa de obra. Rivas-Vaciamadrid es un municipio español de la provincia y Comunidad de Madrid, situado en la zona este del área metropolitana de Madrid. Se ubica a 15 km de la Puerta del Sol de Madrid y a 21 km de Alcalá de Henares, junto a la A-3.  Es el séptimo municipio más rico de toda España y el cuarto municipio mayor de 50.000 habitantes con menor tasa de población en riesgo de pobreza. Su alta calidad de vida y servicios públicos atraen a vecinos de la capital y el resto del área metropolitana. Esta ciudad es la población que más rápido ha crecido de España en los últimos veinte años. m2 Impuestos y gastos NO INCLUIDOS: ITP o IVA, Notaria, Registro, gestoría, Tasación, etc…. Venga a verlo y si lo necesita le ayudaremos con la financiación. Reserve su cita para venir a verlo dentro de nuestro amplio horario, incluidos fines de semana. Si necesitas ampliar información estaremos encantados de atenderle. ¡ No dejes pasar la oportunidad y llámanos para concertar una visita lo antes posible! Te encantará!","True","good","False","","True","True","","3081.0","chalet","semidetachedHouse","Rivas Centro, Rivas-Vaciamadrid","Chalet pareado en Avenida Angel Saavedra, 27","False","True","False","False","","","False","False","","","","","","Todos los tamaños","","","",""
"98541759","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/2b/ba/1016638371.jpg","venta/greco","53","2","119000.0","flat","sale","85.0","True","3","1","greco","Madrid","Mejorada del Campo","","es","40.3945771","-3.485302","False","https://www.idealista.com/inmueble/98541759/","12315","************ SERVICHECK INMOBILIARIA ************ vende piso en MEJORADA DEL CAMPO Se vende piso en el paseo peatonal ajardinado de la calle Greco, rodeado de jardines y parques infantiles la finca se encuentra en perfecto estado de conservación, el piso esta en la segunda planta, y se distribuye en una entrada amplia con espacio para dejar la ropa de abrigo, cocina con ventana y tendedero, salón con terraza acristalada, baño completo y 3 dormitorios dobles. Mejorada del campo Mejorada del Campo es un municipio español de la Comunidad de Madrid, situado en el Este metropolitano de la comunidad autónoma, a 20 km del centro de Madrid y a 15 kilómetros de Alcalá de Henares. Limita con Rivas-vaciamadrid, San Fernando de Henares, Velilla de San Antonio y Loeches  trasportes por caretera con buen acceso a solo 15 min de Madrid, traporte publico, mercados colegios etc. ****************************************************ven a conocer tu nuevo hogar!  agente Rebeca Cuerda tlf 652671701 atiende WhatsApp.","True","good","False","False","","","","1400.0","flat","","Mejorada del Campo","Piso en greco","True","True","True","False","","","False","False","","","","","","","","","",""
"98578806","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/74/4f/1025859498.jpg","MN5-4507","48","","270000.0","chalet","sale","309.0","False","4","3","Callejón CALLEJÓN NEPTUNO","Madrid","Arganda","Centro","es","40.3024523","-3.4380692","False","https://www.idealista.com/inmueble/98578806/","2914","Estupenda oportunidad vivienda unifamiliar de 3 plantas, 4 habitaciones y 3 baños, en Arganda. 309 m2 construidos. 258 m2 útiles. Orientación Este. 2 salones. Cocina amueblada. Calefacción y aire acondicionado. Armarios empotrados, suelo de tarima, ventanas de aluminio y puertas de roble. Dispone de garaje para 3 vehículos y trastero. Tienda local comercial 48 m2. Bodega de 52 m2. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra – venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.","True","renew","False","","True","True","","874.0","chalet","terracedHouse","Centro, Arganda","Chalet adosado en Callejón CALLEJÓN NEPTUNO","True","False","True","False","","","False","False","","","","","","","","","",""
"96414025","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/40/68/946495531.jpg","3170-13401","68","","289000.0","chalet","sale","250.0","False","3","3","Avenida Zamora","Madrid","Eurovillas","","es","40.3478502","-3.2718176","False","https://www.idealista.com/inmueble/96414025/","12245","Te gustaría vivir, en un acogedor chalet y solo a 45 minutos de Madrid para disfrutar de la naturaleza con tu familia y amigos? Puedes hacerlo en la urbanización Eurovillas donde nos encontramos con este chalet independiente en parcela de 2.411M2 que cuenta en la parte trasera con un terreno NO urbanizable, que situará tu chalet en plena naturaleza con todas las comodidades de vivir en una urbanización.  La vivienda se distribuye en una sola planta de 160 m2 según catastro, más una piscina de 30 m2, una pista deportiva multiusos de 60 m2 y un edificio anexo dedicado a zona de juegos con tragaluz de unos 10 m2 aproximadamente. Una vivienda pensada para vivirla y disfrutarla. La casa tiene dos puertas de acceso, una con acceso directo a la cocina desde el jardín y otra que es la principal desde la que se accede al distribuidor de toda la casa. Desde el distribuidor puedes dirigir tus pasos hacia las habitaciones que actualmente son tres pero eran 4 y se pueden volver a su estado original con muy poco trabajo. La habitación principal es tipo suite, bastante amplia con baño incorporado con ducha y un gran armario empotrado. Las otras dos habitaciones se encuentran a ambos lados de un cuarto de baño completo con bañera y una de ellas dispone de armario empotrado. El salón se divide en zona de estar con grandes ventanales y una bonita chimenea y en zona de comedor. En el exterior, nos encontramos un jardín con árboles centenarios, piscina de obra totalmente cercada y con césped, cancha de tenis o pista deportiva multiusos, estanque,pequeño invernadero, habitación de juegos y garaje. Y para disfrutar de las noches de verano o de invierno nos encontramos con un gran porche techado con barbacoa, al que se accede también desde la piscina para poder tener a los niños vigilados mientras disfrutas con los amigos y familia de una buena sobremesa. A tan solo 40 km de Madrid Capital, con excelente comunicación con NIII, R3, y ubicada a 10 min del aeropuerto de Madrid- Barajas y a 30 minutos de Plaza de Castilla en coche, Eurovillas pertenece a los términos municipales de Nuevo Baztán y de Villar del olmo al cual pertenecería esta vivienda con los beneficios que esto conlleva..., tiene 2 colegios (uno de ellos bilingüe),Guarderías, Sucursales bancarias, Supermercados, Veterinarios, Farmacias, Centro de salud, Helipuerto, Polideportivos Municipales en los dos ayuntamientos así como piscinas, campos de futbol, pista de patinaje y pistas de tenis y pádel, en definitiva cuenta con todos los servicios necesarios.  La urbanización cuenta con amplias zonas verdes y de columpio, es un lugar ideal para disfrutar de la familia y la naturaleza en un entorno privilegiado. NO COBRAMOS HONORARIOS AL COMPRADOR  Pregúntanos por financiación al 100%."" Vive en un ambiente de calidad, bien comunicado por autobús y coche y en una de arterias principales de la urbanización. CREO ES EL MOMENTO DE VERLA, VERDAD? NO DEJES QUE OTRO LA DISFRUTE POR TI.","False","good","False","","True","True","","1156.0","chalet","independantHouse","Eurovillas","Casa independiente en Avenida Zamora","True","False","True","False","","","False","False","","","","","","","","","",""
"97550453","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/c0/55/984461343.jpg"," 3501-06210","71","6","724900.0","penthouse","sale","343.0","True","7","5","Avenida Pablo Iglesias, 85","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3470606","-3.522302","True","https://www.idealista.com/inmueble/97550453/","11187","Fabuloso ático el cual tiene una ubicación envidiable dado que se encuentra en una de las avenidas más emblemáticas y una de las arterías principales de todo el municipio. Se trata de una vivienda con 7 habitaciones y 5 terrazas de diferentes tamaño.  Dispone de 5 baños de diferentes tamaños y características. Nada más entrar, a través del hall de entrada, se haya el salón de un amplio espacio.  Con dos fabulosas terrazas que permiten una gran ventilación y una estupenda luminosidad.  Por el otro lado, accedemos a una habitación con baño completo. En la zona de entrada también se dispone de un coqueto aseo de cortesía.  La cocina es de diseño y está totalmente reformada con una fabulosa mesa de silestone que mide 3x2 aproximadamente. Con un fabuloso almacenaje. Desde la cocina se accede a una terracita que mide aproximadamente 3x1,5m. También desde aquí se accede a una habitación pequeña con un cuarto de plancha al lado y un baño.  En la planta de arriba se encuentra la parte más privada de la vivienda con 4 habitaciones y 2 terrazas fabulosas.  La habitación principal es ideal para el bienestar y la intimidad ya que cuenta con un amplio baño y terraza privada. Luego está el resto de habitaciones con diferentes tamaños y orientaciones.  Calidades y elementos extras: * Todo el suelo es nuevo de tarima de madera de 7 milímetros. Encerada de máxima calidad. * Todos los techos de la casa están hechos con estuco. * Mármol y silestone en todos los detalles. * Armarios empotrados excelentemente acadados. * Aire Acondicionado. * Carpintería de aluminio.  * Dos piscinas  * Pistas de Padel  * Portero de Seguridad  * Gym privado  * Sauna de relax. * Plaza de garaje privada dentro de la urbanización. * Accesos fabulosos para todo tipo de necesidades.  Respecto a la conexión en transporte, encontramos en la misma puerta una parada de autobús que conecta directamente con Conde de Casal en Madrid, a unos cinco minutos tenemos la parada de metro de ""Rivas Futura"" con conexión con la línea 9 del metro de Madrid y a tan solo 5 minutos en coche tenemos la salida directa a la A3, Madrid - Valencia.  Se encuentra cercana a todo tipo de supermercados, centros comerciales, colegios, centro de salud, policía municipal, etc. Rivas-Vaciamadrid es un municipio español de la provincia y Comunidad de Madrid, situado en la zona este del área metropolitana de Madrid. Se ubica a 15 km de la Puerta del Sol de Madrid y a 21 km de Alcalá de Henares, junto a la A-3. Limita al norte con Madrid (distrito de Vicálvaro) y con San Fernando de Henares, al sur con Arganda del Rey y San Martín de la Vega, al este con Mejorada del Campo y Velilla de San Antonio, y al oeste con Getafe y Madrid (distrito de Villa de Vallecas). Es el séptimo municipio más rico de toda España y el cuarto municipio mayor de 50.000 habitantes con menor tasa de población en riesgo de pobreza. Su alta calidad de vida y servicios públicos atraen a vecinos de la capital y el resto del área metropolitana. Esta ciudad es la población que más rápido ha crecido de España en los últimos veinte años. “Los datos específicos sobre la finca publicada, pueden ser aproximados, por ello no son vinculantes ni contractuales, se muestran a título informativo. "" Impuestos y gastos NO INCLUIDOS: ITP o IVA, Notaria, Registro, gestoría, Tasación, etc…. Venga a verlo y si lo necesita le ayudaremos con la financiación. Reserve su cita para venir a verlo dentro de nuestro amplio horario, incluidos fines de semana. Si necesitas ampliar información estaremos encantados de atenderle. ¡ No dejes pasar la oportunidad y llámanos para concertar una visita lo antes posible! Te encantará!","True","good","False","True","True","True","","2113.0","flat","penthouse","Rivas Futura, Rivas-Vaciamadrid","Ático en Avenida Pablo Iglesias, 85","True","False","True","False","","","False","False","","","","","","","","","",""
"98723086","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/e2/fa/1033135225.jpg"," 3501-06302","58","","450000.0","chalet","sale","189.0","False","4","2","Avenida de Oporto","Madrid","Eurovillas","","es","40.3526266","-3.2646883","False","https://www.idealista.com/inmueble/98723086/","13015","Chalet independiente en la urbanización privada de Eurovillas, Nuevo Baztan.  La vivienda unifamiliar está distribuida en una sola planta y edificada sobre una parcela de unos 972 metros cuadrados. Al acceder a la parte delantera de la parcela, nos adentramos en un gran patio con un espacio muy amplio que se puede utilizar de diferentes formas gracias a su gran dimensión.  La parte trasera de la vivienda es una de las joyas de la misma. Nos encontramos ante un gran patio con una zona cubierta con mesa de comedor y unos sofás para relajarse con vistas a un gran jardín con la piscina de la vivienda. Una zona especial para disfrutar de las tardes y noches de verano con varios granados que proporcionan el toque natural al espacio.  Una vez entramos en la vivienda, encontramos un hall/recibidor que distribuye varios espacios: A mano derecha de esta, encontramos la cocina, un espacio perfecto totalmente amueblada con mobiliario alto y bajo de gran capacidad y calidad, y que en la mitad de la estancia tiene la encimera a modo de cocina americana para que sirva como comedor y que le otorga más almacenaje.  Siguiendo nos encontramos con la estancia más grande de la vivienda y que está a dos niveles: la zona del salón con el sofá y la zona de ocio con la TV está a un nivel inferior dónde para bajar encontramos tres escalones y, por otro lado, está el comedor para poder albergar las grandes reuniones familiares. Todo esto rematado con el acceso directo al patio trasero. Justo enfrente de la entrada, encontramos un baño que está totalmente equipado con los equipos sanitarios y bañera.  A mano izquierda de acceder por la entrada, están todas las habitaciones de la casa distribuidas a través de un pasillo.  Encontramos una de las habitaciones que originalmente estaba dividida en dos. Gracias a su reforma, esta habitación dispone de un gran tamaño con un armario hecho a medida para almacenar todo tipo de objetos.  La habitación principal está justo al otro lado de la habitación mencionada anteriormente. Está cuenta con acceso directo a la parte trasera de la vivienda, baño privado totalmente equipado y con ducha, y terminando con esta habitación nos encontramos con otra de las joyas de la vivienda: un vestidor - zapatero. Un vestidor de ensueño dividido en dos zonas: una dedicada al almacenamiento de zapatos según entramos, y otra, que se encuentra en un altura tras dos escalones, dedicada a toda la ropa.  Características Suelo radiante en toda la vivienda Caldera de gasoil Ventanas con rotura térmica Persiana con cierre de seguridad Nuevo Baztán es un municipio español perteneciente a la Comunidad de Madrid situado en la comarca Cuenca del Henares, ubicado a 50 km al este de Madrid. El municipio de Nuevo Baztán contiene a comienzos del siglo xxi cuatro urbanizaciones que dependen administrativamente del municipio. Estas son Eurovillas, Las Villas de Nuevo Baztán, Monte Acevedo y El Mirador del Baztán. Eurovillas fue, durante la década de los noventa, la mayor urbanización de Europa, con más de 4000 parcelas. Eurovillas es una de las Urbanizaciones mas grandes de Europa, se encuentra situada en la Comunidad de Madrid, entre dos términos municipales: Nuevo Baztán y Villar del Olmo. Con casi 4.000 propiedades. “Los datos específicos sobre la finca publicada, pueden ser aproximados, por ello no son vinculantes ni contractuales, se muestran a título informativo. "" Impuestos y gastos NO INCLUIDOS: ITP o IVA, Notaria, Registro, gestoría, Tasación, etc…. Venga a verlo y si lo necesita le ayudaremos con la financiación. Reserve su cita para venir a verlo dentro de nuestro amplio horario, incluidos fines de semana. Si necesitas ampliar información estaremos encantados de atenderle. ¡ No dejes pasar la oportunidad y llámanos para concertar una visita lo antes posible! Te encantará!","True","good","False","","True","True","","2381.0","chalet","independantHouse","Eurovillas","Casa independiente en Avenida de Oporto","True","False","True","False","","","False","False","","","","","","","","","",""
